J2000Q0,J2000Q1,J2000Q2,J2000Q3,AV1,AV2,AV3,ET
0.5631913942473,-0.11874713318588,0.15297462637514,-0.80331397068102,5.08935442006312e-08,-1.01179049870496e-06,2.46121303628115e-06,-896556653.92828
0.56319137086767,-0.11874712872833,0.1529746298576,-0.80331398706788,5.08935442188367e-08,-1.01179049869577e-06,2.46121303627278e-06,-896556653.9064
0.56319134748803,-0.11874712427079,0.15297463334006,-0.80331400345476,5.08935442370422e-08,-1.01179049868657e-06,2.46121303626441e-06,-896556653.88453
0.56319132410852,-0.11874711981327,0.1529746368225,-0.80331401984153,5.08935442552477e-08,-1.01179049867737e-06,2.46121303625603e-06,-896556653.86266
0.56319130072889,-0.11874711535573,0.15297464030496,-0.8033140362284,5.08935442734533e-08,-1.01179049866817e-06,2.46121303624766e-06,-896556653.84079
0.56319127734926,-0.11874711089819,0.15297464378742,-0.80331405261526,5.08935442916588e-08,-1.01179049865897e-06,2.46121303623928e-06,-896556653.81892
0.56319125396962,-0.11874710644065,0.15297464726988,-0.80331406900213,5.08935443098643e-08,-1.01179049864977e-06,2.46121303623091e-06,-896556653.79705
0.56319123058999,-0.11874710198311,0.15297465075234,-0.80331408538899,5.08935443280698e-08,-1.01179049864057e-06,2.46121303622254e-06,-896556653.77518
0.56319120721036,-0.11874709752557,0.1529746542348,-0.80331410177585,5.08935443462755e-08,-1.01179049863137e-06,2.46121303621416e-06,-896556653.75331
0.56319118383085,-0.11874709306805,0.15297465771724,-0.80331411816262,5.08935443644809e-08,-1.01179049862218e-06,2.46121303620579e-06,-896556653.73144
0.56319116045121,-0.11874708861051,0.15297466119969,-0.80331413454948,5.08935443826866e-08,-1.01179049861298e-06,2.46121303619742e-06,-896556653.70957
0.56319113707156,-0.11874708415296,0.15297466468215,-0.80331415093635,5.08935444008921e-08,-1.01179049860378e-06,2.46121303618904e-06,-896556653.68769
0.56319111369193,-0.11874707969542,0.15297466816461,-0.80331416732321,5.08935444190976e-08,-1.01179049859458e-06,2.46121303618067e-06,-896556653.66582
0.56319109031229,-0.11874707523788,0.15297467164707,-0.80331418371007,5.08935444373031e-08,-1.01179049858538e-06,2.46121303617229e-06,-896556653.64395
0.56319106693265,-0.11874707078034,0.15297467512952,-0.80331420009693,5.08935444555087e-08,-1.01179049857618e-06,2.46121303616392e-06,-896556653.62208
0.56319104355314,-0.11874706632282,0.15297467861196,-0.8033142164837,5.08935444737141e-08,-1.01179049856698e-06,2.46121303615555e-06,-896556653.60021
0.5631910201735,-0.11874706186528,0.15297468209442,-0.80331423287055,5.08935444919197e-08,-1.01179049855778e-06,2.46121303614717e-06,-896556653.57834
0.56319099679387,-0.11874705740773,0.15297468557688,-0.80331424925741,5.08935445101253e-08,-1.01179049854859e-06,2.4612130361388e-06,-896556653.55647
0.56319097341422,-0.11874705295019,0.15297468905934,-0.80331426564427,5.08935445283307e-08,-1.01179049853939e-06,2.46121303613043e-06,-896556653.5346
0.56319095003458,-0.11874704849265,0.15297469254179,-0.80331428203112,5.08935445465364e-08,-1.01179049853019e-06,2.46121303612205e-06,-896556653.51273
0.56319092665494,-0.1187470440351,0.15297469602425,-0.80331429841798,5.08935445647418e-08,-1.01179049852099e-06,2.46121303611368e-06,-896556653.49085
0.56319090327542,-0.11874703957758,0.15297469950669,-0.80331431480474,5.08935445829474e-08,-1.01179049851179e-06,2.4612130361053e-06,-896556653.46898
0.56319087989578,-0.11874703512004,0.15297470298914,-0.8033143311916,5.08935446011527e-08,-1.01179049850259e-06,2.46121303609693e-06,-896556653.44711
0.56319085651614,-0.1187470306625,0.1529747064716,-0.80331434757845,5.08935446193582e-08,-1.01179049849339e-06,2.46121303608856e-06,-896556653.42524
0.5631908331365,-0.11874702620495,0.15297470995406,-0.8033143639653,5.08935446375639e-08,-1.01179049848419e-06,2.46121303608018e-06,-896556653.40337
0.56319080975684,-0.11874702174741,0.15297471343651,-0.80331438035216,5.08935446557694e-08,-1.011790498475e-06,2.46121303607181e-06,-896556653.3815
0.56319078637733,-0.11874701728989,0.15297471691895,-0.80331439673892,5.08935446739748e-08,-1.0117904984658e-06,2.46121303606343e-06,-896556653.35963
0.56319076299768,-0.11874701283234,0.15297472040141,-0.80331441312577,5.08935446921804e-08,-1.0117904984566e-06,2.46121303605506e-06,-896556653.33776
0.56319073961804,-0.1187470083748,0.15297472388386,-0.80331442951262,5.08935447103859e-08,-1.0117904984474e-06,2.46121303604669e-06,-896556653.31589
0.56319071623839,-0.11874700391726,0.15297472736632,-0.80331444589946,5.08935447285913e-08,-1.0117904984382e-06,2.46121303603831e-06,-896556653.29401
0.56319069285875,-0.11874699945971,0.15297473084877,-0.80331446228631,5.08935447467969e-08,-1.011790498429e-06,2.46121303602994e-06,-896556653.27214
0.5631906694791,-0.11874699500217,0.15297473433123,-0.80331447867316,5.08935447650024e-08,-1.0117904984198e-06,2.46121303602157e-06,-896556653.25027
0.56319064609958,-0.11874699054465,0.15297473781366,-0.80331449505991,5.08935447832077e-08,-1.0117904984106e-06,2.46121303601319e-06,-896556653.2284
0.56319062271994,-0.1187469860871,0.15297474129612,-0.80331451144676,5.08935448014133e-08,-1.01179049840141e-06,2.46121303600482e-06,-896556653.20653
0.56319059934028,-0.11874698162956,0.15297474477857,-0.80331452783361,5.08935448196188e-08,-1.01179049839221e-06,2.46121303599644e-06,-896556653.18466
0.56319057596063,-0.11874697717201,0.15297474826103,-0.80331454422045,5.08935448378244e-08,-1.01179049838301e-06,2.46121303598807e-06,-896556653.16279
0.56319055258098,-0.11874697271447,0.15297475174348,-0.8033145606073,5.08935448560299e-08,-1.01179049837381e-06,2.4612130359797e-06,-896556653.14092
0.56319052920134,-0.11874696825693,0.15297475522594,-0.80331457699414,5.08935448742353e-08,-1.01179049836461e-06,2.46121303597132e-06,-896556653.11905
0.56319050582181,-0.1187469637994,0.15297475870837,-0.80331459338089,5.08935448924407e-08,-1.01179049835541e-06,2.46121303596295e-06,-896556653.09718
0.56319048244216,-0.11874695934186,0.15297476219083,-0.80331460976773,5.08935449106462e-08,-1.01179049834621e-06,2.46121303595458e-06,-896556653.0753
0.56319045906251,-0.11874695488431,0.15297476567328,-0.80331462615457,5.08935449288517e-08,-1.01179049833701e-06,2.4612130359462e-06,-896556653.05343
0.56319043568285,-0.11874695042677,0.15297476915574,-0.80331464254142,5.08935449470572e-08,-1.01179049832782e-06,2.46121303593783e-06,-896556653.03156
0.5631904123032,-0.11874694596922,0.15297477263819,-0.80331465892826,5.08935449652627e-08,-1.01179049831862e-06,2.46121303592945e-06,-896556653.00969
0.56319038892368,-0.1187469415117,0.15297477612063,-0.80331467531501,5.08935449834681e-08,-1.01179049830942e-06,2.46121303592108e-06,-896556652.98782
0.56319036554402,-0.11874693705416,0.15297477960308,-0.80331469170185,5.08935450016736e-08,-1.01179049830022e-06,2.46121303591271e-06,-896556652.96595
0.56319034216437,-0.11874693259661,0.15297478308553,-0.80331470808868,5.0893545019879e-08,-1.01179049829102e-06,2.46121303590433e-06,-896556652.94408
0.56319031878472,-0.11874692813906,0.15297478656799,-0.80331472447552,5.08935450380846e-08,-1.01179049828182e-06,2.46121303589596e-06,-896556652.92221
0.56319029540507,-0.11874692368152,0.15297479005044,-0.80331474086236,5.089354505629e-08,-1.01179049827262e-06,2.46121303588759e-06,-896556652.90034
0.56319027202541,-0.11874691922397,0.15297479353289,-0.80331475724919,5.08935450744955e-08,-1.01179049826342e-06,2.46121303587921e-06,-896556652.87846
0.56319024864589,-0.11874691476645,0.15297479701533,-0.80331477363594,5.08935450927009e-08,-1.01179049825422e-06,2.46121303587084e-06,-896556652.85659
0.56319022526622,-0.1187469103089,0.15297480049778,-0.80331479002278,5.08935451109064e-08,-1.01179049824503e-06,2.46121303586246e-06,-896556652.83472
0.56319020188656,-0.11874690585136,0.15297480398023,-0.80331480640961,5.08935451291119e-08,-1.01179049823583e-06,2.46121303585409e-06,-896556652.81285
0.56319017850691,-0.11874690139381,0.15297480746268,-0.80331482279644,5.08935451473174e-08,-1.01179049822663e-06,2.46121303584572e-06,-896556652.79098
0.56319015512725,-0.11874689693626,0.15297481094514,-0.80331483918327,5.08935451655228e-08,-1.01179049821743e-06,2.46121303583734e-06,-896556652.76911
0.5631901317476,-0.11874689247872,0.15297481442759,-0.8033148555701,5.08935451837283e-08,-1.01179049820823e-06,2.46121303582897e-06,-896556652.74724
0.56319010836807,-0.1187468880212,0.15297481791002,-0.80331487195685,5.08935452019336e-08,-1.01179049819903e-06,2.4612130358206e-06,-896556652.72537
0.56319008498841,-0.11874688356365,0.15297482139247,-0.80331488834367,5.08935452201391e-08,-1.01179049818983e-06,2.46121303581222e-06,-896556652.7035
0.56319006160874,-0.1187468791061,0.15297482487493,-0.80331490473051,5.08935452383445e-08,-1.01179049818063e-06,2.46121303580385e-06,-896556652.68162
0.56319003822908,-0.11874687464855,0.15297482835738,-0.80331492111734,5.08935452565501e-08,-1.01179049817144e-06,2.46121303579547e-06,-896556652.65975
0.56319001484942,-0.11874687019101,0.15297483183983,-0.80331493750417,5.08935452747554e-08,-1.01179049816224e-06,2.4612130357871e-06,-896556652.63788
0.56318999146976,-0.11874686573346,0.15297483532228,-0.80331495389099,5.08935452929609e-08,-1.01179049815304e-06,2.46121303577873e-06,-896556652.61601
0.56318996809023,-0.11874686127594,0.15297483880471,-0.80331497027773,5.08935453111663e-08,-1.01179049814384e-06,2.46121303577035e-06,-896556652.59414
0.56318994471057,-0.11874685681839,0.15297484228717,-0.80331498666456,5.08935453293717e-08,-1.01179049813464e-06,2.46121303576198e-06,-896556652.57227
0.56318992133091,-0.11874685236084,0.15297484576962,-0.80331500305138,5.08935453475772e-08,-1.01179049812544e-06,2.4612130357536e-06,-896556652.5504
0.56318989795125,-0.1187468479033,0.15297484925207,-0.8033150194382,5.08935453657826e-08,-1.01179049811624e-06,2.46121303574523e-06,-896556652.52853
0.56318987457157,-0.11874684344575,0.15297485273452,-0.80331503582504,5.0893545383988e-08,-1.01179049810704e-06,2.46121303573686e-06,-896556652.50666
0.56318985119204,-0.11874683898822,0.15297485621695,-0.80331505221177,5.08935454021935e-08,-1.01179049809785e-06,2.46121303572848e-06,-896556652.48479
0.56318982781238,-0.11874683453067,0.1529748596994,-0.80331506859859,5.08935454203988e-08,-1.01179049808865e-06,2.46121303572011e-06,-896556652.46291
0.56318980443271,-0.11874683007313,0.15297486318185,-0.80331508498541,5.08935454386043e-08,-1.01179049807945e-06,2.46121303571174e-06,-896556652.44104
0.56318978105305,-0.11874682561558,0.1529748666643,-0.80331510137223,5.08935454568098e-08,-1.01179049807025e-06,2.46121303570336e-06,-896556652.41917
0.56318975767338,-0.11874682115803,0.15297487014675,-0.80331511775905,5.08935454750152e-08,-1.01179049806105e-06,2.46121303569499e-06,-896556652.3973
0.56318973429372,-0.11874681670048,0.1529748736292,-0.80331513414587,5.08935454932207e-08,-1.01179049805185e-06,2.46121303568661e-06,-896556652.37543
0.56318971091418,-0.11874681224296,0.15297487711163,-0.8033151505326,5.08935455114259e-08,-1.01179049804265e-06,2.46121303567824e-06,-896556652.35356
0.56318968753452,-0.11874680778541,0.15297488059408,-0.80331516691942,5.08935455296313e-08,-1.01179049803345e-06,2.46121303566987e-06,-896556652.33169
0.56318966415484,-0.11874680332786,0.15297488407654,-0.80331518330624,5.08935455478368e-08,-1.01179049802426e-06,2.46121303566149e-06,-896556652.30982
0.56318964077517,-0.11874679887031,0.15297488755898,-0.80331519969306,5.08935455660422e-08,-1.01179049801506e-06,2.46121303565312e-06,-896556652.28795
0.56318961739551,-0.11874679441276,0.15297489104143,-0.80331521607988,5.08935455842476e-08,-1.01179049800586e-06,2.46121303564475e-06,-896556652.26607
0.56318959401584,-0.11874678995521,0.15297489452388,-0.80331523246669,5.0893545602453e-08,-1.01179049799666e-06,2.46121303563637e-06,-896556652.2442
0.5631895706363,-0.11874678549769,0.15297489800631,-0.80331524885342,5.08935456206584e-08,-1.01179049798746e-06,2.461213035628e-06,-896556652.22233
0.56318954725663,-0.11874678104014,0.15297490148876,-0.80331526524023,5.08935456388637e-08,-1.01179049797826e-06,2.46121303561962e-06,-896556652.20046
0.56318952387696,-0.11874677658259,0.15297490497121,-0.80331528162704,5.08935456570692e-08,-1.01179049796906e-06,2.46121303561125e-06,-896556652.17859
0.56318950049729,-0.11874677212504,0.15297490845366,-0.80331529801386,5.08935456752747e-08,-1.01179049795986e-06,2.46121303560288e-06,-896556652.15672
0.56318947711761,-0.11874676766749,0.15297491193611,-0.80331531440068,5.08935456934801e-08,-1.01179049795067e-06,2.4612130355945e-06,-896556652.13485
0.56318945373794,-0.11874676320994,0.15297491541856,-0.80331533078749,5.08935457116855e-08,-1.01179049794147e-06,2.46121303558613e-06,-896556652.11298
0.56318943035839,-0.11874675875242,0.15297491890099,-0.80331534717421,5.08935457298908e-08,-1.01179049793227e-06,2.46121303557776e-06,-896556652.09111
0.56318940697872,-0.11874675429487,0.15297492238344,-0.80331536356102,5.08935457480962e-08,-1.01179049792307e-06,2.46121303556938e-06,-896556652.06923
0.56318938359905,-0.11874674983732,0.15297492586588,-0.80331537994783,5.08935457663015e-08,-1.01179049791387e-06,2.46121303556101e-06,-896556652.04736
